time,event,membership_category,feedback_negative,points_in_wallet,avg_transaction_value,avg_frequency_login_days,past_complaint,gender,region_category,age
62,1,Basic Membership,1,628.33,5706.19,10.0,1,M,Town,47.0
1062,1,Basic Membership,1,579.47,5979.65,25.0,1,F,,22.0
735,1,Gold Membership,1,608.03,38465.67,,0,M,Town,26.0
689,0,Gold Membership,1,783.57,15406.35,20.0,1,M,Town,21.0
1052,1,No Membership,1,563.53,30283.17,28.0,1,M,Town,61.0
52,0,Silver Membership,1,702.09,22170.66,6.0,1,M,Town,62.0
614,1,No Membership,1,551.29,16323.34,7.0,0,F,,26.0
1031,1,Gold Membership,1,381.92583148716216,36488.81,5.0,0,M,City,16.0
923,0,Gold Membership,1,730.65,13120.73,26.0,1,F,Town,15.0
977,1,No Membership,1,607.05,26644.72,,0,F,Town,52.0
468,1,No Membership,1,620.85,17921.21,27.0,0,F,City,50.0
687,1,Silver Membership,1,657.45,10547.21,21.0,1,M,City,20.0
822,1,Basic Membership,1,671.56,34323.91,,0,F,City,10.0
1017,0,Premium Membership,0,816.75,61803.51,12.0,0,M,City,60.0
1034,1,Basic Membership,1,712.1,9215.85,17.0,0,M,City,19.0
25,1,No Membership,1,567.28,5514.68,9.0,1,M,Village,45.0
740,0,Gold Membership,1,304.66231026640963,33833.35,11.0,1,M,City,20.0
59,1,Gold Membership,1,712.58,42616.04,26.0,0,M,Town,20.0
401,1,Basic Membership,1,659.68,32313.84,16.0,1,M,Village,29.0
831,1,Basic Membership,1,625.45,19866.95,14.0,0,F,Town,48.0
504,0,Premium Membership,1,781.66,26316.65,,1,F,City,33.0
392,1,Basic Membership,1,656.33,25969.62,11.0,1,M,Town,23.0
347,1,Silver Membership,1,709.26,49676.97,14.0,1,F,City,61.0
65,0,Silver Membership,1,760.71,21801.32,12.0,0,M,,14.0
759,1,No Membership,1,718.08,3045.25,19.0,0,F,Town,35.0
247,0,Platinum Membership,1,,28217.15,24.0,0,M,Town,38.0
524,0,Premium Membership,0,773.3,66209.63,13.0,0,M,City,38.0
285,1,Basic Membership,1,536.55,30826.69,,1,F,City,52.0
1038,0,Platinum Membership,0,742.53,3165.28,13.0,0,M,,57.0
131,1,No Membership,1,583.47,7216.52,8.0,0,M,,53.0
624,1,No Membership,1,,49690.55,18.0,1,M,City,15.0
936,0,Silver Membership,0,729.7,86689.91,13.0,0,M,City,49.0
545,1,Gold Membership,1,652.36,40853.25,17.0,1,F,,15.0
33,0,Gold Membership,1,735.06,21518.45,16.0,1,M,City,11.0
459,1,Basic Membership,1,761.3198473420091,18286.19,16.0,0,M,City,57.0
631,0,Platinum Membership,0,767.47,10625.13,,0,F,City,16.0
718,1,No Membership,1,680.73,7420.13,6.0,0,F,Town,55.0
887,0,Premium Membership,1,745.09,43483.71,24.0,0,M,,15.0
172,0,Silver Membership,1,730.09,30733.79,24.0,0,M,Town,49.0
793,0,Platinum Membership,1,732.62,41745.03,15.0,0,M,City,10.0
183,1,Silver Membership,1,710.56,5941.81,24.0,1,F,Town,18.0
241,1,No Membership,1,638.62,49246.97,14.0,1,M,Town,43.0
306,1,No Membership,1,609.21,47215.7,28.0,1,M,Town,49.0
773,1,Gold Membership,1,639.2,33710.07,11.0,0,F,,23.0
666,1,Gold Membership,1,678.19,34566.71,10.0,0,F,Village,14.0
46,1,Silver Membership,1,647.55,23396.44,9.0,0,M,Village,26.0
30,1,Basic Membership,1,527.41,3657.44,,0,M,City,29.0
665,0,Platinum Membership,0,428.26815261738153,42053.39,13.0,0,F,Town,41.0
993,1,No Membership,1,1238.9131007554838,19736.07,20.0,1,M,City,35.0
976,1,Basic Membership,1,701.86,9116.83,22.0,0,M,City,26.0
705,0,Platinum Membership,1,707.75,5771.02,6.0,1,F,,42.0
111,0,Gold Membership,1,750.87,10335.99,7.0,1,F,,28.0
412,1,No Membership,1,584.83,36055.07,10.0,0,F,Village,58.0
588,1,Basic Membership,1,248.3162187678069,18274.99,12.0,0,M,Town,12.0
385,0,Platinum Membership,0,731.62,68202.03,13.0,0,M,City,12.0
434,0,Silver Membership,1,757.07,7949.44,18.0,1,F,Village,45.0
824,1,Basic Membership,1,611.16,12700.93,16.0,1,F,,27.0
97,0,Platinum Membership,1,702.6,5428.83,24.0,1,F,,43.0
343,1,No Membership,1,361.0011566510047,45209.27,16.0,0,F,Town,43.0
158,1,No Membership,1,574.03,24868.86,,1,M,City,53.0
621,0,Premium Membership,1,706.03,44538.85,25.0,1,F,,41.0
1060,1,Silver Membership,1,224.6092122488517,37613.48,27.0,0,F,City,58.0
713,0,Platinum Membership,1,777.31,8754.11,9.0,1,M,,53.0
710,0,Gold Membership,1,,41846.42,12.0,0,F,Town,27.0
782,0,Platinum Membership,1,220.23995875799125,24303.58,10.0,0,M,Town,23.0
724,0,Platinum Membership,0,779.14,62683.54,8.0,1,F,Village,27.0
196,1,Basic Membership,1,631.49,46946.46,6.0,1,F,City,57.0
938,1,Gold Membership,1,670.16,46788.53,28.0,1,M,City,37.0
157,1,Gold Membership,1,689.13,22025.52,,0,M,City,19.0
664,0,Gold Membership,0,,86722.97,18.0,1,M,City,27.0
891,1,Silver Membership,1,624.33,26434.1,17.0,0,F,Town,62.0
266,1,No Membership,1,581.71,47566.01,21.0,0,F,Town,33.0
581,0,Gold Membership,0,773.2,43044.72,12.0,1,F,Town,16.0
673,1,Gold Membership,1,718.38,36361.69,12.0,0,M,Town,55.0
315,1,Basic Membership,1,562.94,46926.5,19.0,0,F,Village,45.0
413,0,Platinum Membership,0,794.63,83315.29,15.0,0,M,Town,64.0
180,0,Premium Membership,1,,10014.38,10.0,1,F,City,19.0
444,1,Basic Membership,1,696.23,33364.02,19.0,1,F,City,43.0
281,0,Gold Membership,1,764.93,12410.02,26.0,1,M,City,39.0
654,1,No Membership,1,679.9,5074.29,27.0,0,M,,28.0
494,0,Premium Membership,1,716.48,26749.76,22.0,0,F,,52.0
446,1,No Membership,1,1003.557580707954,41256.75,7.0,1,F,,16.0
636,1,Gold Membership,1,697.45,36595.76,17.0,1,F,Town,31.0
373,1,Silver Membership,1,685.45,10214.71,7.0,0,F,Town,62.0
948,1,Basic Membership,1,610.18,32856.88,,1,F,Town,45.0
1086,1,No Membership,1,524.78,5044.32,20.0,0,F,,54.0
184,0,Platinum Membership,0,809.53,28999.12,8.0,1,M,City,29.0
728,0,Platinum Membership,0,718.78,37560.24,5.0,0,M,City,26.0
723,1,No Membership,1,581.71,26701.21,,0,M,Town,45.0
886,1,Basic Membership,1,579.72,19188.07,15.0,0,M,Village,43.0
118,1,Basic Membership,1,1013.3318930460044,28688.16,8.0,0,F,Village,31.0
950,1,Basic Membership,1,550.93,26663.82,26.0,0,M,City,62.0
124,1,No Membership,1,848.4534679184757,2918.19,6.0,0,M,City,55.0
507,1,Gold Membership,1,1141.3701434539944,38981.07,27.0,0,M,Town,21.0
89,0,Silver Membership,0,712.0,55130.31,2.0,0,F,City,63.0
981,1,Gold Membership,1,648.38,18493.49,,0,F,Town,41.0
514,1,Basic Membership,1,580.85,49327.36,27.0,1,M,,58.0
948,1,No Membership,1,708.14,25654.35,,1,F,,48.0
177,1,No Membership,1,648.31,25930.42,,1,M,Town,17.0
943,0,Silver Membership,1,753.89,32511.56,9.0,0,F,City,34.0
469,1,No Membership,1,511.63,27052.78,27.0,1,M,Village,33.0
973,1,No Membership,1,537.44,16048.1,6.0,0,M,City,57.0
160,0,Premium Membership,0,271.1498874248082,18457.99,7.0,0,M,Town,44.0
620,0,Platinum Membership,0,804.69,9338.19,19.0,0,M,Village,64.0
287,0,Platinum Membership,1,792.99,47816.31,,0,F,Town,24.0
983,1,Basic Membership,1,635.47,11927.65,7.0,0,F,Town,51.0
441,1,No Membership,1,650.59,32584.72,12.0,1,F,Town,29.0
251,1,No Membership,1,608.14,6179.73,7.0,1,M,City,63.0
429,1,Basic Membership,1,530.28,8815.22,6.0,1,F,Town,18.0
704,0,Gold Membership,0,767.24,66395.58,16.0,1,M,,16.0
99,0,Platinum Membership,0,786.22,44537.42,,0,M,Town,61.0
483,0,Silver Membership,1,999.3555901693296,6129.48,13.0,1,M,Town,33.0
463,1,Basic Membership,1,587.5,10846.51,9.0,1,F,,30.0
99,1,No Membership,1,623.73,943.2,26.0,0,F,City,51.0
892,0,Platinum Membership,1,,23394.24,13.0,1,M,City,32.0
402,0,Platinum Membership,1,741.49,36789.1,19.0,0,F,City,30.0
119,1,Basic Membership,1,672.49,46045.62,24.0,0,F,City,61.0
823,1,Gold Membership,1,632.34,40822.99,12.0,1,M,City,10.0
994,1,Basic Membership,1,582.66,31081.98,22.0,1,F,City,32.0
472,1,Silver Membership,1,715.42,24174.43,14.0,1,F,City,59.0
438,1,Basic Membership,1,256.33800174170625,27822.88,5.0,0,F,Village,11.0
480,1,No Membership,1,679.75,30481.77,12.0,0,M,Town,10.0
1064,1,No Membership,1,603.34,30385.72,22.0,0,M,,38.0
149,1,No Membership,1,591.43,6780.14,5.0,1,F,Village,16.0
716,1,No Membership,1,621.3,7061.42,17.0,0,M,Town,42.0
582,1,No Membership,1,522.91,18511.82,,0,M,Town,39.0
853,1,Silver Membership,1,671.13,43909.42,27.0,0,F,,28.0
102,1,Basic Membership,1,633.7,12717.23,12.0,1,F,City,53.0
778,1,Basic Membership,1,530.9,49073.15,20.0,1,F,City,31.0
391,0,Gold Membership,1,799.36,35258.39,28.0,1,F,City,12.0
398,1,No Membership,1,940.3600964079088,12739.08,13.0,0,M,Village,23.0
994,1,Basic Membership,1,605.14,16295.84,16.0,0,F,City,17.0
461,0,Platinum Membership,1,1161.310878127961,36541.7,29.0,1,F,City,10.0
297,1,Basic Membership,1,607.69,1867.03,,0,F,City,29.0
424,0,Platinum Membership,0,835.65,61120.09,7.0,1,F,,55.0
212,0,Platinum Membership,0,847.55,12655.38,1.0,1,F,Village,37.0
123,1,Gold Membership,1,632.96,35569.56,16.0,0,M,Town,56.0
198,0,Platinum Membership,1,753.75,31556.23,5.0,1,F,Town,38.0
431,1,No Membership,1,264.2044968710577,31642.82,25.0,1,F,Town,47.0
598,1,Silver Membership,1,675.02,48347.19,28.0,1,M,,39.0
27,0,Gold Membership,1,799.74,36066.57,29.0,0,M,Town,10.0
714,1,Basic Membership,1,715.54,20988.85,17.0,1,M,Town,64.0
7,1,No Membership,1,678.36,38643.9,7.0,0,F,City,36.0
995,1,No Membership,1,,16942.29,,0,F,,62.0
431,1,Basic Membership,1,519.28,6893.07,17.0,1,F,Town,36.0
141,1,Gold Membership,1,631.48,19209.23,16.0,1,F,,45.0
156,0,Gold Membership,1,,42940.95,26.0,1,F,Town,63.0
1070,1,No Membership,1,657.64,17176.69,24.0,0,M,Town,38.0
224,0,Silver Membership,0,1272.1449002943436,50736.94,8.0,0,F,City,34.0
603,1,No Membership,1,579.77,20710.57,15.0,0,M,Town,45.0
670,0,Gold Membership,1,738.28,30734.32,26.0,1,F,City,46.0
516,0,Silver Membership,1,707.78,17534.58,27.0,1,F,City,10.0
892,0,Gold Membership,0,785.79,80105.31,,1,F,Town,40.0
89,0,Platinum Membership,1,773.62,11292.34,15.0,0,F,Town,42.0
873,0,Silver Membership,1,722.59,49063.33,7.0,1,M,Town,36.0
380,1,Basic Membership,1,662.74,44099.27,21.0,1,F,City,37.0
661,0,Silver Membership,0,288.5121568308482,64501.69,,1,F,Town,29.0
1013,1,Basic Membership,1,,36220.37,11.0,1,F,Town,36.0
745,1,Gold Membership,1,689.63,46213.34,17.0,0,F,Village,20.0
445,0,Gold Membership,1,795.85,24300.97,14.0,0,F,City,58.0
985,1,Basic Membership,1,353.2904885636035,13660.67,6.0,0,F,,46.0
745,1,Gold Membership,1,673.58,33535.41,8.0,1,M,,36.0
1025,0,Gold Membership,1,763.77,8636.65,25.0,0,F,Town,36.0
343,1,Basic Membership,1,895.2806036015372,45422.28,21.0,0,M,City,30.0
895,1,No Membership,1,586.26,17401.04,13.0,0,M,City,41.0
456,0,Silver Membership,1,751.19,17920.31,7.0,1,F,Village,26.0
679,1,Basic Membership,1,677.86,43293.79,19.0,0,M,Town,23.0
92,0,Gold Membership,1,799.5,31228.93,,0,M,Town,25.0
176,0,Premium Membership,0,800.29,97655.95,2.0,0,M,,45.0
344,1,No Membership,1,900.0010792719879,40089.34,27.0,0,F,Town,58.0
824,1,Silver Membership,1,667.35,32589.93,,0,F,,50.0
1053,1,Basic Membership,1,656.35,29901.92,,1,F,City,14.0
439,1,Silver Membership,1,656.42,23248.2,,1,M,City,56.0
34,1,Basic Membership,1,939.2123302032276,37539.62,8.0,0,M,Town,16.0
210,1,Silver Membership,1,235.32832713663183,18294.93,5.0,0,F,Town,57.0
538,0,Platinum Membership,0,1145.108563766115,91209.83,9.0,0,F,City,60.0
947,1,Basic Membership,1,633.0,47023.42,14.0,1,F,Village,25.0
979,0,Premium Membership,1,,18880.37,,0,M,City,57.0
518,0,Gold Membership,1,728.74,11940.92,29.0,0,M,Town,14.0
615,0,Platinum Membership,1,300.33268394386903,31326.41,11.0,1,M,Town,61.0
534,0,Gold Membership,1,730.62,12321.38,8.0,1,F,City,24.0
1019,0,Premium Membership,0,787.82,31619.0,1.0,0,M,City,50.0
246,0,Gold Membership,1,714.02,8189.03,18.0,0,M,Town,20.0
572,1,Basic Membership,1,704.4,21659.89,16.0,0,F,Town,24.0
946,0,Silver Membership,1,799.29,23031.85,19.0,0,M,Town,23.0
349,1,Basic Membership,1,719.35,16817.38,19.0,0,F,City,59.0
474,1,Basic Membership,1,718.01,18485.35,22.0,1,M,Town,49.0
918,1,No Membership,1,626.08,23532.67,19.0,1,F,,49.0
958,1,Gold Membership,1,643.46,25380.62,5.0,0,M,,53.0
390,1,No Membership,1,532.2,47684.98,20.0,1,F,City,23.0
1085,0,Silver Membership,1,1050.1468672218116,25658.69,28.0,1,M,Town,44.0
811,1,No Membership,1,283.50171665957885,7967.86,15.0,0,F,Village,17.0
615,0,Premium Membership,1,1105.9494129371203,24818.89,11.0,1,F,City,63.0
1094,1,Basic Membership,1,510.84,44295.3,39.65910349658018,1,F,City,48.0
61,0,Gold Membership,0,754.73,34060.43,7.0,1,F,Town,39.0
977,1,No Membership,1,578.03,41161.98,,1,F,City,19.0
800,0,Platinum Membership,1,703.49,5410.14,10.0,1,M,,62.0
498,0,Gold Membership,1,716.83,7196.73,21.0,1,M,Village,40.0
526,1,Gold Membership,1,658.18,13475.27,24.0,1,M,Village,41.0
933,1,No Membership,1,549.18,38546.76,19.0,0,M,City,61.0
932,1,Silver Membership,1,667.71,21395.38,26.0,0,M,,63.0
368,0,Gold Membership,0,,26932.17,11.0,0,F,City,63.0
747,1,No Membership,1,230.91260817624288,25105.38,11.0,1,F,,15.0
558,0,Silver Membership,1,750.3,42181.82,,1,F,Town,36.0
1086,1,Gold Membership,1,636.13,46259.58,27.0,0,M,Village,52.0
247,0,Premium Membership,0,801.73,92782.34,12.0,0,F,Village,46.0
165,1,Basic Membership,1,661.25,33504.27,13.0,0,M,City,58.0
375,0,Premium Membership,0,726.69,98265.67,1.0,0,M,Village,21.0
465,1,Silver Membership,1,670.4,12563.79,,0,F,Town,43.0
276,1,Gold Membership,1,710.35,14021.55,15.0,0,F,Town,22.0
469,0,Premium Membership,1,398.59370906502136,9091.97,25.0,1,M,Village,46.0
788,1,Gold Membership,1,697.19,13324.54,10.0,0,F,Village,33.0
931,1,No Membership,1,648.38,23466.18,28.0,0,F,,35.0
616,0,Gold Membership,1,322.9986910054272,42550.43,,1,F,,37.0
725,0,Premium Membership,1,718.51,4991.16,16.0,1,F,Town,45.0
133,1,No Membership,1,830.4292517814723,9223.19,,1,F,,21.0
898,0,Silver Membership,1,775.48,47739.16,27.0,1,M,Town,58.0
437,0,Gold Membership,1,726.5,47821.0,8.0,1,M,,14.0
457,0,Premium Membership,1,745.22,43678.67,19.0,0,M,Town,27.0
270,1,Basic Membership,1,,28205.97,6.0,0,M,City,48.0
307,1,Gold Membership,1,,21323.2,,0,M,Town,28.0
337,1,Basic Membership,1,602.52,22506.3,,1,M,Town,55.0
877,1,Gold Membership,1,685.47,10042.4,11.0,0,M,Town,51.0
482,1,Silver Membership,1,669.9,34624.2,11.0,1,F,City,37.0
275,1,No Membership,1,647.66,20746.51,39.308734685202566,1,F,,50.0
874,1,Basic Membership,1,277.5536280047623,41459.32,8.0,1,M,City,11.0
523,1,Basic Membership,1,607.41,34868.37,27.0,1,F,Town,41.0
1003,1,Gold Membership,1,665.32,42816.56,46.46931571773204,1,F,City,54.0
410,0,Platinum Membership,0,836.26,69944.24,18.0,0,M,City,39.0
373,1,Gold Membership,1,713.32,35838.65,8.0,1,M,,35.0
190,0,Platinum Membership,0,784.78,69266.18,6.0,1,M,Village,42.0
274,1,Silver Membership,1,675.24,42784.18,20.0,0,M,City,49.0
81,0,Silver Membership,1,760.77,30712.68,9.0,1,M,City,22.0
658,0,Gold Membership,0,779.32,5680.58,17.0,1,M,,20.0
784,0,Gold Membership,0,840.72,28847.28,15.0,0,M,,18.0
105,1,No Membership,1,429.848684502564,9232.84,18.0,0,M,Town,56.0
1006,1,Basic Membership,1,157.19721011424616,9268.46,5.0,0,M,City,12.0
166,0,Gold Membership,1,721.01,25959.46,22.0,0,F,,36.0
531,1,No Membership,1,575.05,42561.82,21.0,0,F,,14.0
615,1,Basic Membership,1,699.12,10416.73,29.0,1,M,,51.0
893,0,Platinum Membership,0,1033.3886013985814,93333.77,18.0,0,F,Town,14.0
24,0,Premium Membership,0,1087.192435632331,87435.78,6.0,0,F,City,52.0
277,1,Gold Membership,1,664.15,6865.55,7.0,1,M,,34.0
205,1,No Membership,1,,27518.05,22.0,0,M,Town,16.0
779,0,Silver Membership,1,771.04,8162.91,,0,F,City,31.0
895,1,Basic Membership,1,266.6103248042039,7841.04,8.0,0,F,,54.0
148,0,Silver Membership,1,1158.139223245601,2070.76,13.0,1,M,Town,37.0
912,1,Basic Membership,1,645.72,14435.91,,1,F,Village,33.0
589,1,No Membership,1,630.19,32388.97,27.0,1,M,City,44.0
648,1,No Membership,1,571.82,2700.51,10.0,1,M,Town,48.0
1001,1,Basic Membership,1,693.54,45965.52,19.0,0,F,,29.0
714,0,Silver Membership,1,744.98,28895.15,0.6717842618258558,0,M,Town,10.0
1053,1,No Membership,1,682.49,35999.8,29.0,1,F,Town,27.0
179,0,Premium Membership,1,1074.5217260907116,48970.56,9.0,0,F,,22.0
418,1,Silver Membership,1,686.35,47312.08,5.0,1,M,Town,32.0
1088,0,Gold Membership,1,750.63,11812.5,21.0,1,F,Village,63.0
366,1,No Membership,1,894.0991789966713,49818.83,13.0,0,M,City,64.0
432,1,No Membership,1,650.81,26897.74,9.0,0,M,Town,11.0
189,1,Basic Membership,1,505.96,24701.52,14.0,0,M,Town,27.0
882,1,Silver Membership,1,647.66,4727.57,19.0,1,M,Town,21.0
915,0,Gold Membership,1,,868.94,,0,M,City,31.0
73,1,Basic Membership,1,620.01,19243.32,9.0,0,M,City,43.0
733,1,Basic Membership,1,519.24,2292.19,11.0,1,M,City,53.0
1067,0,Silver Membership,1,739.72,21594.1,21.0,0,M,Village,52.0
465,0,Silver Membership,0,700.36,37170.39,10.0,1,F,,44.0
1030,0,Gold Membership,1,785.93,47029.25,11.0,1,M,Town,13.0
296,1,No Membership,1,699.48,14141.45,,1,F,Town,62.0
418,1,No Membership,1,531.03,49676.78,21.0,0,M,City,29.0
338,0,Premium Membership,0,811.01,42701.72,4.0,0,F,Village,30.0
426,0,Premium Membership,1,755.21,37799.31,28.0,0,F,Town,56.0
446,1,Silver Membership,1,609.04,11417.69,8.0,1,M,,51.0
728,1,Basic Membership,1,380.9077136519248,36214.94,21.0,1,F,City,52.0
449,0,Silver Membership,0,735.76,50104.37,1.0,1,F,City,10.0
289,1,Basic Membership,1,,24737.79,20.0,1,M,City,31.0
796,1,No Membership,1,633.54,12809.48,,0,M,Town,47.0
1025,0,Premium Membership,1,764.25,42007.71,,0,F,,20.0
309,0,Platinum Membership,0,832.53,3422.95,3.0,1,M,,10.0
1093,0,Silver Membership,1,1003.2662397136628,22968.26,8.0,1,F,Village,13.0
443,1,No Membership,1,179.30265722023705,34428.53,19.0,1,F,,14.0
798,1,Basic Membership,1,632.82,18170.42,,0,F,City,56.0
775,1,Basic Membership,1,1032.9965264554469,3261.92,20.0,1,F,City,50.0
295,1,Silver Membership,1,715.71,7626.44,28.0,0,M,,26.0
1046,1,Basic Membership,1,626.2,39633.91,21.0,0,F,City,13.0
510,1,Basic Membership,1,806.0762460958931,21387.74,26.0,1,F,Town,36.0
530,1,No Membership,1,628.01,45711.98,,1,F,City,24.0
630,0,Platinum Membership,1,752.01,22380.65,21.0,1,F,Village,56.0
663,1,Basic Membership,1,652.81,2583.75,27.0,0,F,Town,26.0
602,1,Basic Membership,1,621.03,12285.21,27.0,1,M,City,52.0
423,1,No Membership,1,683.73,47190.33,8.0,0,F,,26.0
30,1,Gold Membership,1,,38621.58,23.0,0,M,Town,38.0
867,1,Basic Membership,1,717.23,44372.4,18.0,0,M,,28.0
144,1,Basic Membership,1,596.28,26784.24,23.0,0,F,Village,26.0
298,1,Basic Membership,1,983.1545500144298,16709.36,21.0,0,M,City,32.0
438,1,Basic Membership,1,595.61,45150.96,28.0,0,F,City,40.0
896,1,No Membership,1,946.3566506313032,20791.07,,1,F,Village,22.0
343,1,Basic Membership,1,268.69593697458544,35116.55,28.0,0,F,Village,16.0
734,1,No Membership,1,706.23,3366.89,27.0,1,F,Town,11.0
11,1,No Membership,1,665.3,25819.45,6.0,1,M,,28.0
1067,0,Premium Membership,0,766.74,26795.08,19.0,1,F,Town,11.0
325,1,Basic Membership,1,623.02,46146.43,25.0,1,F,City,15.0
355,1,No Membership,1,580.19,15849.3,7.0,0,M,Town,31.0
717,1,Basic Membership,1,,3265.91,19.0,0,F,City,48.0
937,1,Basic Membership,1,665.29,32987.62,21.0,0,F,Town,61.0
336,1,Basic Membership,1,116.61246309098031,11397.72,,1,M,City,41.0
1079,1,No Membership,1,,13392.46,,1,F,Village,34.0
447,1,No Membership,1,698.13,27905.85,11.0,0,F,City,25.0
889,1,No Membership,1,1125.4078143064412,44073.43,23.0,0,M,Town,60.0
888,1,Gold Membership,1,703.04,2912.21,10.0,1,F,Town,11.0
878,0,Premium Membership,0,831.14,88444.61,2.0,0,M,City,31.0
489,0,Platinum Membership,0,737.85,67511.41,16.0,1,M,Town,27.0
499,1,No Membership,1,639.57,24525.45,8.0,1,M,City,25.0
762,1,Basic Membership,1,557.38,33369.84,8.0,0,F,City,51.0
649,0,Platinum Membership,1,954.9252581795528,11531.74,16.0,1,F,Town,10.0
309,1,Silver Membership,1,696.27,47310.81,25.0,0,M,City,24.0
324,1,Basic Membership,1,662.75,5389.56,19.0,0,M,Town,39.0
581,0,Silver Membership,1,,31707.47,29.0,1,M,Village,29.0
783,1,Silver Membership,1,627.28,33918.72,19.0,1,M,Town,59.0
728,0,Platinum Membership,1,1080.0106920059966,19085.16,18.0,1,M,City,54.0
1009,0,Silver Membership,0,788.08,60103.26,18.0,0,M,Town,57.0
814,0,Premium Membership,1,714.55,13924.73,8.0,0,M,City,23.0
231,1,Basic Membership,1,648.07,27239.59,6.0,1,F,Village,30.0
1089,1,Basic Membership,1,1052.7074706672904,20802.55,17.0,1,M,City,54.0
145,1,Gold Membership,1,,17754.2,42.47775136279143,0,M,Town,34.0
915,1,Basic Membership,1,686.01,1320.5,25.0,1,F,Town,36.0
941,1,No Membership,1,,14159.34,9.0,1,M,City,48.0
179,1,Silver Membership,1,657.48,1260.88,,0,F,City,28.0
636,1,Basic Membership,1,697.14,34319.4,,0,M,City,25.0
746,1,No Membership,1,665.29,28971.25,,0,M,Village,53.0
665,1,Gold Membership,1,717.69,6454.35,11.0,1,M,City,37.0
637,0,Premium Membership,0,838.98,18586.7,5.0,0,M,City,48.0
839,1,Basic Membership,1,534.92,31061.94,,1,F,City,64.0
1019,0,Premium Membership,1,240.69261371771324,44094.04,26.0,1,F,Town,43.0
410,0,Platinum Membership,1,,14595.4,10.0,1,F,Town,45.0
234,1,Basic Membership,1,681.73,15251.18,28.0,0,F,Town,34.0
828,1,Basic Membership,1,689.22,33559.39,26.0,0,M,Town,22.0
43,1,Basic Membership,1,626.16,25719.09,12.0,1,F,Town,21.0
356,1,No Membership,1,712.71,7419.61,21.0,0,F,Town,42.0
432,1,Basic Membership,1,545.25,5532.07,12.0,1,M,Town,15.0
766,0,Premium Membership,1,766.51,2039.75,29.0,1,M,City,38.0
535,0,Gold Membership,0,761.18,34477.2,11.0,0,F,,42.0
146,0,Premium Membership,0,775.78,87322.38,8.0,0,F,Village,35.0
724,0,Platinum Membership,0,,46567.99,9.0,0,M,City,40.0
536,0,Gold Membership,1,327.5425870255061,27325.66,18.0,1,M,City,15.0
143,0,Platinum Membership,1,780.83,42775.71,12.0,0,F,City,28.0
643,1,Basic Membership,1,,11725.62,33.304240566900404,1,F,,63.0
132,1,Basic Membership,1,530.15,38569.79,11.0,0,F,Village,58.0
352,0,Silver Membership,1,729.18,39171.66,22.0,0,F,,29.0
1082,1,Basic Membership,1,286.36321699471716,22722.16,28.0,0,M,Town,59.0
915,1,Gold Membership,1,608.23,34470.55,15.0,1,F,Village,38.0
369,0,Silver Membership,0,,38247.7,12.0,1,M,Town,40.0
690,1,Silver Membership,1,707.71,19666.17,28.0,0,M,Village,41.0
484,0,Platinum Membership,1,344.64872318653505,45514.9,23.0,0,M,City,62.0
349,1,Silver Membership,1,661.55,38769.64,16.0,0,M,Village,22.0
673,1,Basic Membership,1,,38341.03,,1,F,Town,33.0
47,0,Gold Membership,1,702.42,37021.76,29.0,1,F,City,14.0
802,0,Gold Membership,1,763.99,14279.07,22.0,1,F,Village,19.0
496,1,Basic Membership,1,578.68,13964.13,21.0,0,F,,38.0
703,1,Basic Membership,1,570.28,29010.61,7.0,0,M,Village,19.0
743,1,No Membership,1,913.103853244839,48686.17,40.735263201848824,1,M,Town,42.0
51,1,No Membership,1,689.28,7781.22,16.0,1,F,Town,13.0
577,1,Silver Membership,1,635.15,28451.88,17.0,1,F,City,19.0
408,0,Platinum Membership,1,740.44,27805.66,18.0,0,F,City,15.0
1069,1,Basic Membership,1,228.3831000449485,49441.14,21.0,0,F,Town,43.0
918,1,No Membership,1,615.57,21110.99,25.0,0,F,Town,59.0
903,0,Platinum Membership,0,764.39,59627.79,17.0,0,F,City,59.0
